location,date,vaccine,total_vaccinations
Italy,1/16/2021,Moderna,2090
Italy,1/16/2021,Pfizer/BioNTech,1175851
Italy,1/17/2021,Moderna,2383
Italy,1/17/2021,Pfizer/BioNTech,1212394
Italy,1/18/2021,Moderna,3601
Italy,1/18/2021,Pfizer/BioNTech,1254588
Italy,1/19/2021,Moderna,5692
Italy,1/19/2021,Pfizer/BioNTech,1285036
Italy,1/20/2021,Moderna,8969
Italy,1/20/2021,Pfizer/BioNTech,1312005
Italy,1/21/2021,Moderna,11760
Italy,1/21/2021,Pfizer/BioNTech,1344419
Italy,1/22/2021,Moderna,13496
Italy,1/22/2021,Oxford/AstraZeneca,3
Italy,1/22/2021,Pfizer/BioNTech,1368902
Italy,1/23/2021,Moderna,14496
Italy,1/23/2021,Pfizer/BioNTech,1406348
Italy,1/24/2021,Moderna,15290
Italy,1/24/2021,Pfizer/BioNTech,1439268
Italy,1/25/2021,Moderna,15888
Italy,1/25/2021,Pfizer/BioNTech,1507384
Italy,1/26/2021,Moderna,16635
Italy,1/26/2021,Pfizer/BioNTech,1586510
Italy,1/27/2021,Moderna,17255
Italy,1/27/2021,Pfizer/BioNTech,1656421
Italy,1/28/2021,Moderna,18029
Italy,1/28/2021,Pfizer/BioNTech,1748845
Italy,1/29/2021,Moderna,18837
Italy,1/29/2021,Pfizer/BioNTech,1845467
Italy,1/30/2021,Moderna,19303
Italy,1/30/2021,Oxford/AstraZeneca,4
Italy,1/30/2021,Pfizer/BioNTech,1934929
Italy,1/31/2021,Moderna,19500
Italy,1/31/2021,Pfizer/BioNTech,1994133
Italy,2/1/2021,Moderna,20051
Italy,2/1/2021,Oxford/AstraZeneca,5
Italy,2/1/2021,Pfizer/BioNTech,2079087
Italy,2/2/2021,Moderna,21163
Italy,2/2/2021,Oxford/AstraZeneca,15
Italy,2/2/2021,Pfizer/BioNTech,2165681
Italy,2/3/2021,Moderna,22567
Italy,2/3/2021,Pfizer/BioNTech,2263583
Italy,2/4/2021,Moderna,24210
Italy,2/4/2021,Pfizer/BioNTech,2368756
Italy,2/5/2021,Moderna,27435
Italy,2/5/2021,Oxford/AstraZeneca,17
Italy,2/5/2021,Pfizer/BioNTech,2472093
Italy,2/6/2021,Moderna,29526
Italy,2/6/2021,Pfizer/BioNTech,2546669
Italy,2/7/2021,Moderna,30118
Italy,2/7/2021,Oxford/AstraZeneca,18
Italy,2/7/2021,Pfizer/BioNTech,2587621
Italy,2/8/2021,Moderna,32730
Italy,2/8/2021,Oxford/AstraZeneca,19
Italy,2/8/2021,Pfizer/BioNTech,2651269
Italy,2/9/2021,Moderna,36076
Italy,2/9/2021,Pfizer/BioNTech,2714193
Italy,2/10/2021,Moderna,38894
Italy,2/10/2021,Oxford/AstraZeneca,20
Italy,2/10/2021,Pfizer/BioNTech,2783566
Italy,2/11/2021,Moderna,42024
Italy,2/11/2021,Oxford/AstraZeneca,2921
Italy,2/11/2021,Pfizer/BioNTech,2851794
Italy,2/12/2021,Moderna,46149
Italy,2/12/2021,Oxford/AstraZeneca,7408
Italy,2/12/2021,Pfizer/BioNTech,2916414
Italy,2/13/2021,Moderna,50031
Italy,2/13/2021,Oxford/AstraZeneca,12660
Italy,2/13/2021,Pfizer/BioNTech,2959643
Italy,2/14/2021,Moderna,51232
Italy,2/14/2021,Oxford/AstraZeneca,19710
Italy,2/14/2021,Pfizer/BioNTech,2980661
Italy,2/15/2021,Moderna,55363
Italy,2/15/2021,Oxford/AstraZeneca,26679
Italy,2/15/2021,Pfizer/BioNTech,3031969
Italy,2/16/2021,Moderna,62042
Italy,2/16/2021,Oxford/AstraZeneca,35934
Italy,2/16/2021,Pfizer/BioNTech,3086773
Italy,2/17/2021,Moderna,69780
Italy,2/17/2021,Oxford/AstraZeneca,48528
Italy,2/17/2021,Pfizer/BioNTech,3146028
Italy,2/18/2021,Moderna,76809
Italy,2/18/2021,Oxford/AstraZeneca,65907
Italy,2/18/2021,Pfizer/BioNTech,3210850
Italy,2/19/2021,Moderna,83763
Italy,2/19/2021,Oxford/AstraZeneca,84960
Italy,2/19/2021,Pfizer/BioNTech,3276831
Italy,2/20/2021,Moderna,90151
Italy,2/20/2021,Oxford/AstraZeneca,103933
Italy,2/20/2021,Pfizer/BioNTech,3329071
Italy,2/21/2021,Moderna,95597
Italy,2/21/2021,Oxford/AstraZeneca,114572
Italy,2/21/2021,Pfizer/BioNTech,3363738
Italy,2/22/2021,Moderna,101509
Italy,2/22/2021,Oxford/AstraZeneca,137872
Italy,2/22/2021,Pfizer/BioNTech,3439739
Italy,2/23/2021,Moderna,106790
Italy,2/23/2021,Oxford/AstraZeneca,162638
Italy,2/23/2021,Pfizer/BioNTech,3515961
Italy,2/24/2021,Moderna,113023
Italy,2/24/2021,Oxford/AstraZeneca,189790
Italy,2/24/2021,Pfizer/BioNTech,3604483
Italy,2/25/2021,Moderna,119222
Italy,2/25/2021,Oxford/AstraZeneca,221322
Italy,2/25/2021,Pfizer/BioNTech,3694849
Italy,2/26/2021,Moderna,124927
Italy,2/26/2021,Oxford/AstraZeneca,261483
Italy,2/26/2021,Pfizer/BioNTech,3784847
Italy,2/27/2021,Moderna,131891
Italy,2/27/2021,Oxford/AstraZeneca,306017
Italy,2/27/2021,Pfizer/BioNTech,3859521
Italy,2/28/2021,Moderna,134585
Italy,2/28/2021,Oxford/AstraZeneca,332412
Italy,2/28/2021,Pfizer/BioNTech,3908382
Italy,3/1/2021,Moderna,141656
Italy,3/1/2021,Oxford/AstraZeneca,372247
Italy,3/1/2021,Pfizer/BioNTech,3996494
Italy,3/2/2021,Moderna,149149
Italy,3/2/2021,Oxford/AstraZeneca,427756
Italy,3/2/2021,Pfizer/BioNTech,4093450
Italy,3/3/2021,Moderna,159143
Italy,3/3/2021,Oxford/AstraZeneca,484545
Italy,3/3/2021,Pfizer/BioNTech,4211934
Italy,3/4/2021,Moderna,170103
Italy,3/4/2021,Oxford/AstraZeneca,543425
Italy,3/4/2021,Pfizer/BioNTech,4337304
Italy,3/5/2021,Moderna,182308
Italy,3/5/2021,Oxford/AstraZeneca,607101
Italy,3/5/2021,Pfizer/BioNTech,4464048
Italy,3/6/2021,Moderna,195434
Italy,3/6/2021,Oxford/AstraZeneca,669662
Italy,3/6/2021,Pfizer/BioNTech,4564218
Italy,3/7/2021,Moderna,203152
Italy,3/7/2021,Oxford/AstraZeneca,705299
Italy,3/7/2021,Pfizer/BioNTech,4621797
Italy,3/8/2021,Moderna,215454
Italy,3/8/2021,Oxford/AstraZeneca,762170
Italy,3/8/2021,Pfizer/BioNTech,4730672
Italy,3/9/2021,Moderna,227772
Italy,3/9/2021,Oxford/AstraZeneca,821609
Italy,3/9/2021,Pfizer/BioNTech,4849776
Italy,3/10/2021,Moderna,238749
Italy,3/10/2021,Oxford/AstraZeneca,884655
Italy,3/10/2021,Pfizer/BioNTech,4987094
Italy,3/11/2021,Moderna,250838
Italy,3/11/2021,Oxford/AstraZeneca,952005
Italy,3/11/2021,Pfizer/BioNTech,5126355
Italy,3/12/2021,Moderna,260640
Italy,3/12/2021,Oxford/AstraZeneca,1021409
Italy,3/12/2021,Pfizer/BioNTech,5255328
Italy,3/13/2021,Moderna,271709
Italy,3/13/2021,Oxford/AstraZeneca,1087484
Italy,3/13/2021,Pfizer/BioNTech,5353522
Italy,3/14/2021,Moderna,278624
Italy,3/14/2021,Oxford/AstraZeneca,1127719
Italy,3/14/2021,Pfizer/BioNTech,5411677
Italy,3/15/2021,Moderna,289547
Italy,3/15/2021,Oxford/AstraZeneca,1174587
Italy,3/15/2021,Pfizer/BioNTech,5524282
Italy,3/16/2021,Moderna,301638
Italy,3/16/2021,Oxford/AstraZeneca,1175000
Italy,3/16/2021,Pfizer/BioNTech,5651484
Italy,3/17/2021,Moderna,312877
Italy,3/17/2021,Oxford/AstraZeneca,1175313
Italy,3/17/2021,Pfizer/BioNTech,5804647
Italy,3/18/2021,Moderna,325716
Italy,3/18/2021,Oxford/AstraZeneca,1175475
Italy,3/18/2021,Pfizer/BioNTech,5954293
Italy,3/19/2021,Moderna,336819
Italy,3/19/2021,Oxford/AstraZeneca,1193300
Italy,3/19/2021,Pfizer/BioNTech,6099600
Italy,3/20/2021,Moderna,349245
Italy,3/20/2021,Oxford/AstraZeneca,1242516
Italy,3/20/2021,Pfizer/BioNTech,6211785
Italy,3/21/2021,Moderna,358683
Italy,3/21/2021,Oxford/AstraZeneca,1286473
Italy,3/21/2021,Pfizer/BioNTech,6287678
Italy,3/22/2021,Moderna,370389
Italy,3/22/2021,Oxford/AstraZeneca,1353662
Italy,3/22/2021,Pfizer/BioNTech,6399774
Italy,3/23/2021,Moderna,383760
Italy,3/23/2021,Oxford/AstraZeneca,1429424
Italy,3/23/2021,Pfizer/BioNTech,6531026
Italy,3/24/2021,Moderna,399148
Italy,3/24/2021,Oxford/AstraZeneca,1502366
Italy,3/24/2021,Pfizer/BioNTech,6693331
Italy,3/25/2021,Moderna,417003
Italy,3/25/2021,Oxford/AstraZeneca,1579688
Italy,3/25/2021,Pfizer/BioNTech,6860607
Italy,3/26/2021,Moderna,435746
Italy,3/26/2021,Oxford/AstraZeneca,1658266
Italy,3/26/2021,Pfizer/BioNTech,7027363
Italy,3/27/2021,Moderna,464155
Italy,3/27/2021,Oxford/AstraZeneca,1724938
Italy,3/27/2021,Pfizer/BioNTech,7169637
Italy,3/28/2021,Moderna,481198
Italy,3/28/2021,Oxford/AstraZeneca,1779888
Italy,3/28/2021,Pfizer/BioNTech,7258920
Italy,3/29/2021,Moderna,505496
Italy,3/29/2021,Oxford/AstraZeneca,1848909
Italy,3/29/2021,Pfizer/BioNTech,7403409
Italy,3/30/2021,Moderna,534010
Italy,3/30/2021,Oxford/AstraZeneca,1919502
Italy,3/30/2021,Pfizer/BioNTech,7566440
Italy,3/31/2021,Moderna,556850
Italy,3/31/2021,Oxford/AstraZeneca,1986981
Italy,3/31/2021,Pfizer/BioNTech,7774945
Italy,4/1/2021,Moderna,581569
Italy,4/1/2021,Oxford/AstraZeneca,2038875
Italy,4/1/2021,Pfizer/BioNTech,7978361
Italy,4/2/2021,Moderna,611429
Italy,4/2/2021,Oxford/AstraZeneca,2102945
Italy,4/2/2021,Pfizer/BioNTech,8160611
Italy,4/3/2021,Moderna,646931
Italy,4/3/2021,Oxford/AstraZeneca,2148220
Italy,4/3/2021,Pfizer/BioNTech,8305056
Italy,4/4/2021,Moderna,658973
Italy,4/4/2021,Oxford/AstraZeneca,2186312
Italy,4/4/2021,Pfizer/BioNTech,8350737
Italy,4/5/2021,Moderna,678918
Italy,4/5/2021,Oxford/AstraZeneca,2244982
Italy,4/5/2021,Pfizer/BioNTech,8441619
Italy,4/6/2021,Moderna,717836
Italy,4/6/2021,Oxford/AstraZeneca,2327655
Italy,4/6/2021,Pfizer/BioNTech,8598619
Italy,4/7/2021,Moderna,746736
Italy,4/7/2021,Oxford/AstraZeneca,2406668
Italy,4/7/2021,Pfizer/BioNTech,8807784
Italy,4/8/2021,Moderna,778810
Italy,4/8/2021,Oxford/AstraZeneca,2461064
Italy,4/8/2021,Pfizer/BioNTech,9045232
Italy,4/9/2021,Moderna,812902
Italy,4/9/2021,Oxford/AstraZeneca,2512381
Italy,4/9/2021,Pfizer/BioNTech,9286825
Italy,4/10/2021,Moderna,851172
Italy,4/10/2021,Oxford/AstraZeneca,2572154
Italy,4/10/2021,Pfizer/BioNTech,9501184
Italy,4/11/2021,Moderna,868402
Italy,4/11/2021,Oxford/AstraZeneca,2609199
Italy,4/11/2021,Pfizer/BioNTech,9645332
Italy,4/12/2021,Moderna,892110
Italy,4/12/2021,Oxford/AstraZeneca,2686646
Italy,4/12/2021,Pfizer/BioNTech,9805318
Italy,4/13/2021,Moderna,918101
Italy,4/13/2021,Oxford/AstraZeneca,2780231
Italy,4/13/2021,Pfizer/BioNTech,9965774
Italy,4/14/2021,Moderna,943161
Italy,4/14/2021,Oxford/AstraZeneca,2877547
Italy,4/14/2021,Pfizer/BioNTech,10152926
Italy,4/15/2021,Moderna,965925
Italy,4/15/2021,Oxford/AstraZeneca,2963853
Italy,4/15/2021,Pfizer/BioNTech,10376955
Italy,4/16/2021,Moderna,984724
Italy,4/16/2021,Oxford/AstraZeneca,3068065
Italy,4/16/2021,Pfizer/BioNTech,10613201
Italy,4/17/2021,Moderna,1001999
Italy,4/17/2021,Oxford/AstraZeneca,3172077
Italy,4/17/2021,Pfizer/BioNTech,10824302
Latvia,12/28/2020,Pfizer/BioNTech,596
Latvia,12/29/2020,Pfizer/BioNTech,1469
Latvia,12/30/2020,Pfizer/BioNTech,2260
Latvia,1/4/2021,Pfizer/BioNTech,2959
Latvia,1/5/2021,Pfizer/BioNTech,3848
Latvia,1/6/2021,Pfizer/BioNTech,4624
Latvia,1/7/2021,Pfizer/BioNTech,5433
Latvia,1/8/2021,Pfizer/BioNTech,6339
Latvia,1/9/2021,Pfizer/BioNTech,6644
Latvia,1/10/2021,Pfizer/BioNTech,6980
Latvia,1/11/2021,Pfizer/BioNTech,8347
Latvia,1/12/2021,Pfizer/BioNTech,9974
Latvia,1/13/2021,Moderna,130
Latvia,1/13/2021,Pfizer/BioNTech,11355
Latvia,1/14/2021,Moderna,552
Latvia,1/14/2021,Pfizer/BioNTech,12755
Latvia,1/15/2021,Moderna,912
Latvia,1/15/2021,Pfizer/BioNTech,14268
Latvia,1/16/2021,Moderna,942
Latvia,1/16/2021,Pfizer/BioNTech,14906
Latvia,1/17/2021,Pfizer/BioNTech,15023
Latvia,1/18/2021,Moderna,1086
Latvia,1/18/2021,Pfizer/BioNTech,15723
Latvia,1/19/2021,Moderna,1147
Latvia,1/19/2021,Pfizer/BioNTech,16538
Latvia,1/20/2021,Moderna,1157
Latvia,1/20/2021,Pfizer/BioNTech,17298
Latvia,1/21/2021,Pfizer/BioNTech,17577
Latvia,1/22/2021,Moderna,1177
Latvia,1/22/2021,Pfizer/BioNTech,17772
Latvia,1/23/2021,Pfizer/BioNTech,17898
Latvia,1/25/2021,Pfizer/BioNTech,18565
Latvia,1/26/2021,Moderna,1188
Latvia,1/26/2021,Pfizer/BioNTech,19402
Latvia,1/27/2021,Pfizer/BioNTech,20220
Latvia,1/28/2021,Pfizer/BioNTech,21001
Latvia,1/29/2021,Moderna,1199
Latvia,1/29/2021,Pfizer/BioNTech,21952
Latvia,1/30/2021,Pfizer/BioNTech,22260
Latvia,1/31/2021,Pfizer/BioNTech,22594
Latvia,2/1/2021,Pfizer/BioNTech,23781
Latvia,2/2/2021,Moderna,1319
Latvia,2/2/2021,Oxford/AstraZeneca,1
Latvia,2/2/2021,Pfizer/BioNTech,25470
Latvia,2/3/2021,Moderna,1539
Latvia,2/3/2021,Pfizer/BioNTech,26872
Latvia,2/4/2021,Moderna,1650
Latvia,2/4/2021,Pfizer/BioNTech,28264
Latvia,2/5/2021,Moderna,1740
Latvia,2/5/2021,Pfizer/BioNTech,29841
Latvia,2/6/2021,Pfizer/BioNTech,30407
Latvia,2/7/2021,Pfizer/BioNTech,30532
Latvia,2/8/2021,Moderna,1780
Latvia,2/8/2021,Pfizer/BioNTech,30903
Latvia,2/9/2021,Moderna,1800
Latvia,2/9/2021,Oxford/AstraZeneca,21
Latvia,2/9/2021,Pfizer/BioNTech,31047
Latvia,2/10/2021,Moderna,1927
Latvia,2/10/2021,Oxford/AstraZeneca,436
Latvia,2/10/2021,Pfizer/BioNTech,31133
Latvia,2/11/2021,Moderna,2309
Latvia,2/11/2021,Oxford/AstraZeneca,1529
Latvia,2/11/2021,Pfizer/BioNTech,31441
Latvia,2/12/2021,Moderna,2648
Latvia,2/12/2021,Oxford/AstraZeneca,2693
Latvia,2/12/2021,Pfizer/BioNTech,31667
Latvia,2/13/2021,Moderna,2698
Latvia,2/13/2021,Oxford/AstraZeneca,2915
Latvia,2/13/2021,Pfizer/BioNTech,31796
Latvia,2/14/2021,Moderna,2718
Latvia,2/14/2021,Oxford/AstraZeneca,2916
Latvia,2/15/2021,Moderna,2869
Latvia,2/15/2021,Oxford/AstraZeneca,3612
Latvia,2/15/2021,Pfizer/BioNTech,31823
Latvia,2/16/2021,Moderna,3088
Latvia,2/16/2021,Oxford/AstraZeneca,4756
Latvia,2/16/2021,Pfizer/BioNTech,31841
Latvia,2/17/2021,Moderna,3220
Latvia,2/17/2021,Oxford/AstraZeneca,6462
Latvia,2/17/2021,Pfizer/BioNTech,31995
Latvia,2/18/2021,Moderna,3458
Latvia,2/18/2021,Oxford/AstraZeneca,7713
Latvia,2/18/2021,Pfizer/BioNTech,32054
Latvia,2/19/2021,Moderna,3666
Latvia,2/19/2021,Oxford/AstraZeneca,8800
Latvia,2/19/2021,Pfizer/BioNTech,32110
Latvia,2/20/2021,Moderna,3685
Latvia,2/20/2021,Oxford/AstraZeneca,9552
Latvia,2/21/2021,Oxford/AstraZeneca,10360
Latvia,2/22/2021,Moderna,3929
Latvia,2/22/2021,Oxford/AstraZeneca,11868
Latvia,2/22/2021,Pfizer/BioNTech,32142
Latvia,2/23/2021,Moderna,4150
Latvia,2/23/2021,Oxford/AstraZeneca,14000
Latvia,2/23/2021,Pfizer/BioNTech,32169
Latvia,2/24/2021,Moderna,4301
Latvia,2/24/2021,Oxford/AstraZeneca,18121
Latvia,2/24/2021,Pfizer/BioNTech,32207
Latvia,2/25/2021,Moderna,4561
Latvia,2/25/2021,Oxford/AstraZeneca,21946
Latvia,2/25/2021,Pfizer/BioNTech,32297
Latvia,2/26/2021,Moderna,4775
Latvia,2/26/2021,Oxford/AstraZeneca,24965
Latvia,2/26/2021,Pfizer/BioNTech,32428
Latvia,2/27/2021,Moderna,5095
Latvia,2/27/2021,Oxford/AstraZeneca,25222
Latvia,2/27/2021,Pfizer/BioNTech,32437
Latvia,2/28/2021,Moderna,5096
Latvia,2/28/2021,Oxford/AstraZeneca,25352
Latvia,3/1/2021,Moderna,5478
Latvia,3/1/2021,Oxford/AstraZeneca,26486
Latvia,3/1/2021,Pfizer/BioNTech,32678
Latvia,3/2/2021,Moderna,6200
Latvia,3/2/2021,Oxford/AstraZeneca,27616
Latvia,3/2/2021,Pfizer/BioNTech,33002
Latvia,3/3/2021,Moderna,6948
Latvia,3/3/2021,Oxford/AstraZeneca,30315
Latvia,3/3/2021,Pfizer/BioNTech,33651
Latvia,3/4/2021,Moderna,7475
Latvia,3/4/2021,Oxford/AstraZeneca,35230
Latvia,3/4/2021,Pfizer/BioNTech,34176
Latvia,3/5/2021,Moderna,7951
Latvia,3/5/2021,Oxford/AstraZeneca,39209
Latvia,3/5/2021,Pfizer/BioNTech,34525
Latvia,3/6/2021,Moderna,8035
Latvia,3/6/2021,Oxford/AstraZeneca,39894
Latvia,3/7/2021,Oxford/AstraZeneca,39968
Latvia,3/8/2021,Moderna,8297
Latvia,3/8/2021,Oxford/AstraZeneca,41399
Latvia,3/9/2021,Moderna,8653
Latvia,3/9/2021,Oxford/AstraZeneca,43147
Latvia,3/9/2021,Pfizer/BioNTech,34764
Latvia,3/10/2021,Moderna,8933
Latvia,3/10/2021,Oxford/AstraZeneca,44763
Latvia,3/10/2021,Pfizer/BioNTech,35326
Latvia,3/11/2021,Moderna,9088
Latvia,3/11/2021,Oxford/AstraZeneca,47097
Latvia,3/11/2021,Pfizer/BioNTech,35470
Latvia,3/12/2021,Moderna,9221
Latvia,3/12/2021,Oxford/AstraZeneca,51850
Latvia,3/12/2021,Pfizer/BioNTech,35511
Latvia,3/13/2021,Moderna,9291
Latvia,3/13/2021,Oxford/AstraZeneca,52682
Latvia,3/14/2021,Oxford/AstraZeneca,52754
Latvia,3/15/2021,Moderna,9392
Latvia,3/15/2021,Oxford/AstraZeneca,56373
Latvia,3/16/2021,Moderna,9554
Latvia,3/16/2021,Oxford/AstraZeneca,56377
Latvia,3/16/2021,Pfizer/BioNTech,35521
Latvia,3/17/2021,Moderna,9714
Latvia,3/17/2021,Oxford/AstraZeneca,56378
Latvia,3/17/2021,Pfizer/BioNTech,35527
Latvia,3/18/2021,Moderna,9934
Latvia,3/18/2021,Pfizer/BioNTech,35580
Latvia,3/19/2021,Moderna,10227
Latvia,3/19/2021,Oxford/AstraZeneca,56691
Latvia,3/19/2021,Pfizer/BioNTech,35674
Latvia,3/20/2021,Moderna,10277
Latvia,3/20/2021,Oxford/AstraZeneca,57041
Latvia,3/21/2021,Oxford/AstraZeneca,57065
Latvia,3/22/2021,Moderna,10882
Latvia,3/22/2021,Oxford/AstraZeneca,59065
Latvia,3/23/2021,Moderna,12075
Latvia,3/23/2021,Oxford/AstraZeneca,63121
Latvia,3/23/2021,Pfizer/BioNTech,35867
Latvia,3/24/2021,Moderna,13541
Latvia,3/24/2021,Oxford/AstraZeneca,67210
Latvia,3/24/2021,Pfizer/BioNTech,36407
Latvia,3/25/2021,Moderna,15130
Latvia,3/25/2021,Oxford/AstraZeneca,70479
Latvia,3/25/2021,Pfizer/BioNTech,36887
Latvia,3/26/2021,Moderna,16785
Latvia,3/26/2021,Oxford/AstraZeneca,72337
Latvia,3/26/2021,Pfizer/BioNTech,37334
Latvia,3/27/2021,Moderna,17187
Latvia,3/27/2021,Oxford/AstraZeneca,72498
Latvia,3/28/2021,Oxford/AstraZeneca,72526
Latvia,3/29/2021,Moderna,18183
Latvia,3/29/2021,Oxford/AstraZeneca,73603
Latvia,3/30/2021,Moderna,19471
Latvia,3/30/2021,Oxford/AstraZeneca,76330
Latvia,3/30/2021,Pfizer/BioNTech,38307
Latvia,3/31/2021,Moderna,20807
Latvia,3/31/2021,Oxford/AstraZeneca,79002
Latvia,3/31/2021,Pfizer/BioNTech,39990
Latvia,4/1/2021,Moderna,22283
Latvia,4/1/2021,Oxford/AstraZeneca,81008
Latvia,4/1/2021,Pfizer/BioNTech,40611
Latvia,4/2/2021,Moderna,22525
Latvia,4/2/2021,Oxford/AstraZeneca,81326
Latvia,4/2/2021,Pfizer/BioNTech,40612
Latvia,4/3/2021,Moderna,22676
Latvia,4/3/2021,Oxford/AstraZeneca,84391
Latvia,4/3/2021,Pfizer/BioNTech,40747
Latvia,4/4/2021,Moderna,22684
Latvia,4/4/2021,Oxford/AstraZeneca,86006
Latvia,4/5/2021,Moderna,22813
Latvia,4/5/2021,Oxford/AstraZeneca,88371
Latvia,4/6/2021,Moderna,24438
Latvia,4/6/2021,Oxford/AstraZeneca,91570
Latvia,4/6/2021,Pfizer/BioNTech,40797
Latvia,4/7/2021,Moderna,26841
Latvia,4/7/2021,Oxford/AstraZeneca,98013
Latvia,4/7/2021,Pfizer/BioNTech,40917
Latvia,4/8/2021,Moderna,28821
Latvia,4/8/2021,Oxford/AstraZeneca,102566
Latvia,4/8/2021,Pfizer/BioNTech,41375
Latvia,4/9/2021,Moderna,30219
Latvia,4/9/2021,Oxford/AstraZeneca,105644
Latvia,4/9/2021,Pfizer/BioNTech,41669
Latvia,4/10/2021,Moderna,30340
Latvia,4/10/2021,Oxford/AstraZeneca,107021
Latvia,4/10/2021,Pfizer/BioNTech,41716
Latvia,4/11/2021,Oxford/AstraZeneca,107107
Latvia,4/12/2021,Moderna,30889
Latvia,4/12/2021,Oxford/AstraZeneca,108500
Latvia,4/12/2021,Pfizer/BioNTech,42130
Latvia,4/13/2021,Moderna,31767
Latvia,4/13/2021,Oxford/AstraZeneca,109992
Latvia,4/13/2021,Pfizer/BioNTech,43354
Latvia,4/14/2021,Moderna,33610
Latvia,4/14/2021,Oxford/AstraZeneca,111955
Latvia,4/14/2021,Pfizer/BioNTech,45662
Latvia,4/15/2021,Moderna,35372
Latvia,4/15/2021,Oxford/AstraZeneca,113645
Latvia,4/15/2021,Pfizer/BioNTech,47628
Latvia,4/16/2021,Moderna,36185
Latvia,4/16/2021,Oxford/AstraZeneca,116705
Latvia,4/16/2021,Pfizer/BioNTech,49968
Latvia,4/17/2021,Moderna,36382
Latvia,4/17/2021,Oxford/AstraZeneca,119491
Latvia,4/17/2021,Pfizer/BioNTech,50545
Lithuania,12/27/2020,Pfizer/BioNTech,2420
Lithuania,12/28/2020,Pfizer/BioNTech,5207
Lithuania,12/29/2020,Pfizer/BioNTech,8194
Lithuania,12/30/2020,Pfizer/BioNTech,9726
Lithuania,12/31/2020,Pfizer/BioNTech,9751
Lithuania,1/4/2021,Pfizer/BioNTech,9752
Lithuania,1/5/2021,Pfizer/BioNTech,10375
Lithuania,1/6/2021,Pfizer/BioNTech,13875
Lithuania,1/7/2021,Pfizer/BioNTech,18030
Lithuania,1/8/2021,Pfizer/BioNTech,23203
Lithuania,1/9/2021,Pfizer/BioNTech,23507
Lithuania,1/10/2021,Pfizer/BioNTech,23510
Lithuania,1/11/2021,Pfizer/BioNTech,25719
Lithuania,1/12/2021,Pfizer/BioNTech,27806
Lithuania,1/13/2021,Moderna,163
Lithuania,1/13/2021,Pfizer/BioNTech,33877
Lithuania,1/14/2021,Moderna,471
Lithuania,1/14/2021,Pfizer/BioNTech,42197
Lithuania,1/15/2021,Moderna,1041
Lithuania,1/15/2021,Pfizer/BioNTech,48899
Lithuania,1/16/2021,Pfizer/BioNTech,50002
Lithuania,1/17/2021,Moderna,1042
Lithuania,1/17/2021,Pfizer/BioNTech,51132
Lithuania,1/18/2021,Moderna,1578
Lithuania,1/18/2021,Pfizer/BioNTech,55111
Lithuania,1/19/2021,Moderna,2074
Lithuania,1/19/2021,Pfizer/BioNTech,60902
Lithuania,1/20/2021,Moderna,2312
Lithuania,1/20/2021,Pfizer/BioNTech,64133
Lithuania,1/21/2021,Moderna,2372
Lithuania,1/21/2021,Pfizer/BioNTech,65622
Lithuania,1/22/2021,Pfizer/BioNTech,66015
Lithuania,1/23/2021,Pfizer/BioNTech,66023
Lithuania,1/25/2021,Pfizer/BioNTech,66125
Lithuania,1/26/2021,Pfizer/BioNTech,69226
Lithuania,1/27/2021,Pfizer/BioNTech,76112
Lithuania,1/28/2021,Pfizer/BioNTech,83183
Lithuania,1/29/2021,Pfizer/BioNTech,91236
Lithuania,1/30/2021,Pfizer/BioNTech,91865
Lithuania,1/31/2021,Pfizer/BioNTech,91873
Lithuania,2/1/2021,Pfizer/BioNTech,94755
Lithuania,2/2/2021,Moderna,2693
Lithuania,2/2/2021,Pfizer/BioNTech,98296
Lithuania,2/3/2021,Moderna,3320
Lithuania,2/3/2021,Pfizer/BioNTech,104458
Lithuania,2/4/2021,Moderna,3884
Lithuania,2/4/2021,Oxford/AstraZeneca,1
Lithuania,2/4/2021,Pfizer/BioNTech,113728
Lithuania,2/5/2021,Moderna,4029
Lithuania,2/5/2021,Pfizer/BioNTech,120832
Lithuania,2/6/2021,Pfizer/BioNTech,121558
Lithuania,2/7/2021,Pfizer/BioNTech,121655
Lithuania,2/8/2021,Moderna,4117
Lithuania,2/8/2021,Pfizer/BioNTech,124218
Lithuania,2/9/2021,Moderna,4358
Lithuania,2/9/2021,Oxford/AstraZeneca,300
Lithuania,2/9/2021,Pfizer/BioNTech,126525
Lithuania,2/10/2021,Moderna,4668
Lithuania,2/10/2021,Oxford/AstraZeneca,3023
Lithuania,2/10/2021,Pfizer/BioNTech,129641
Lithuania,2/11/2021,Moderna,5100
Lithuania,2/11/2021,Oxford/AstraZeneca,5515
Lithuania,2/11/2021,Pfizer/BioNTech,135760
Lithuania,2/12/2021,Moderna,5716
Lithuania,2/12/2021,Oxford/AstraZeneca,7448
Lithuania,2/12/2021,Pfizer/BioNTech,140489
Lithuania,2/13/2021,Moderna,5721
Lithuania,2/13/2021,Oxford/AstraZeneca,7757
Lithuania,2/13/2021,Pfizer/BioNTech,140621
Lithuania,2/15/2021,Moderna,6970
Lithuania,2/15/2021,Oxford/AstraZeneca,9602
Lithuania,2/15/2021,Pfizer/BioNTech,142169
Lithuania,2/16/2021,Pfizer/BioNTech,142700
Lithuania,2/17/2021,Moderna,8323
